theta_mrad,x_mslt_cm,x_fslt_cm
-5.0130,-0.71682,nan
-6.9364,nan,nan
0.5655,-0.33007,-1.66616
2.5528,-0.10676,-0.45682
-14.9310,nan,nan
6.8646,0.31379,1.08263
13.4715,nan,nan
6.3155,0.62726,1.38381
-6.6718,-0.66524,-1.92456
12.0394,0.48003,0.92259
-1.1890,-0.29088,-0.58463
-7.3148,nan,nan
-8.0684,-0.72715,-2.10665
13.5685,nan,nan
11.7554,nan,nan
-12.3605,nan,nan
-5.8742,-0.74883,nan
-7.7042,nan,nan
1.0488,-0.34481,-1.79984
5.7419,0.51695,1.69023
-9.7874,nan,nan
6.1291,0.57095,1.46825
-5.5499,-0.50435,-0.86442
7.8619,0.46276,1.63096
-21.2413,nan,nan
-7.4245,nan,nan
5.3112,0.14413,0.41990
-1.5627,-0.51420,nan
-15.7065,nan,nan
11.0151,0.53126,1.41416
9.2203,nan,nan
-6.8905,-0.69602,-1.82775
1.5499,0.15533,1.27121
-11.3159,nan,nan
-0.4832,-0.06998,0.67704
-6.2920,-0.51655,-1.01655
-9.9838,nan,nan
-2.0032,-0.20261,0.04967
3.7085,-0.04999,-0.42031
-2.8319,-0.34197,-0.32930
-8.0961,nan,nan
8.4255,nan,nan
-6.8282,-0.68356,nan
-0.9420,-0.48696,nan
-10.9137,nan,nan
13.3801,nan,nan
7.4238,0.50997,2.01782
-13.8994,nan,nan
-15.0539,nan,nan
5.4913,-0.00083,-0.68600
-5.6463,-0.50840,-1.16416
