x_cm,y_cm,z_cm,bx_T,by_T,bz_T
   -1.5000,    0.0000,   -2.5000, -0.00000000E+00,  0.43776055E-02, -0.00000000E+00
   -1.5000,    1.5000,   -2.5000, -0.40039963E-02,  0.40039963E-02,  0.23348621E-02
   -1.5000,    3.0000,   -2.5000, -0.72959425E-02,  0.29327825E-02,  0.41789670E-02
    0.0000,   -3.0000,   -2.5000,  0.80133926E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,   -1.5000,   -2.5000,  0.43776055E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,    0.0000,   -2.5000, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
    0.0000,    1.5000,   -2.5000, -0.43776055E-02,  0.00000000E+00, -0.00000000E+00
    0.0000,    3.0000,   -2.5000, -0.80133926E-02,  0.00000000E+00, -0.00000000E+00
    1.5000,   -3.0000,   -2.5000,  0.72959425E-02, -0.29327825E-02,  0.41789670E-02
    1.5000,   -1.5000,   -2.5000,  0.40039963E-02, -0.40039963E-02,  0.23348621E-02
    1.5000,    0.0000,   -2.5000, -0.00000000E+00, -0.43776055E-02, -0.00000000E+00
    1.5000,    1.5000,   -2.5000, -0.40039963E-02, -0.40039963E-02, -0.23348621E-02
    1.5000,    3.0000,   -2.5000, -0.72959425E-02, -0.29327825E-02, -0.41789670E-02
    3.0000,   -3.0000,   -2.5000,  0.53248350E-02, -0.53248350E-02,  0.72122758E-02
    3.0000,   -1.5000,   -2.5000,  0.29327825E-02, -0.72959425E-02,  0.41789670E-02
    3.0000,    0.0000,   -2.5000, -0.00000000E+00, -0.80133926E-02, -0.00000000E+00
    3.0000,    1.5000,   -2.5000, -0.29327825E-02, -0.72959425E-02, -0.41789670E-02
    3.0000,    3.0000,   -2.5000, -0.53248350E-02, -0.53248350E-02, -0.72122758E-02
   -3.0000,   -3.0000,    0.0000,  0.13657167E-01,  0.13657167E-01, -0.27022947E-01
   -3.0000,   -1.5000,    0.0000,  0.83890810E-02,  0.19624862E-01, -0.12637910E-01
   -3.0000,    0.0000,    0.0000, -0.00000000E+00,  0.21022380E-01, -0.00000000E+00
   -3.0000,    1.5000,    0.0000, -0.83890810E-02,  0.19624862E-01,  0.12637910E-01
   -3.0000,    3.0000,    0.0000, -0.13657167E-01,  0.13657167E-01,  0.27022947E-01
   -1.5000,   -3.0000,    0.0000,  0.19624862E-01,  0.83890810E-02, -0.12637910E-01
   -1.5000,   -1.5000,    0.0000,  0.10553845E-01,  0.10553845E-01, -0.58933951E-02
   -1.5000,    0.0000,    0.0000, -0.00000000E+00,  0.11047141E-01, -0.00000000E+00
   -1.5000,    1.5000,    0.0000, -0.10553845E-01,  0.10553845E-01,  0.58933951E-02
   -1.5000,    3.0000,    0.0000, -0.19624862E-01,  0.83890810E-02,  0.12637910E-01
    0.0000,   -3.0000,    0.0000,  0.21022380E-01,  0.00000000E+00, -0.00000000E+00
    0.0000,   -1.5000,    0.0000,  0.11047141E-01,  0.00000000E+00, -0.00000000E+00
    0.0000,    0.0000,    0.0000, -0.00000000E+00,  0.00000000E+00, -0.00000000E+00
    0.0000,    1.5000,    0.0000, -0.11047141E-01,  0.00000000E+00, -0.00000000E+00
    0.0000,    3.0000,    0.0000, -0.21022380E-01,  0.00000000E+00, -0.00000000E+00
    1.5000,   -3.0000,    0.0000,  0.19624862E-01, -0.83890810E-02,  0.12637910E-01
    1.5000,   -1.5000,    0.0000,  0.10553845E-01, -0.10553845E-01,  0.58933951E-02
    1.5000,    0.0000,    0.0000, -0.00000000E+00, -0.11047141E-01, -0.00000000E+00
    1.5000,    1.5000,    0.0000, -0.10553845E-01, -0.10553845E-01, -0.58933951E-02
    1.5000,    3.0000,    0.0000, -0.19624862E-01, -0.83890810E-02, -0.12637910E-01
    3.0000,   -3.0000,    0.0000,  0.13657167E-01, -0.13657167E-01,  0.27022947E-01
    3.0000,   -1.5000,    0.0000,  0.83890810E-02, -0.19624862E-01,  0.12637910E-01
    3.0000,    0.0000,    0.0000, -0.00000000E+00, -0.21022380E-01, -0.00000000E+00
    3.0000,    1.5000,    0.0000, -0.83890810E-02, -0.19624862E-01, -0.12637910E-01
    3.0000,    3.0000,    0.0000, -0.13657167E-01, -0.13657167E-01, -0.27022947E-01
   -3.0000,   -3.0000,    2.5000,  0.53852635E-01,  0.53852635E-01, -0.21172870E-01
   -3.0000,   -1.5000,    2.5000,  0.24866232E-01,  0.45681484E-01, -0.10181538E-01
   -3.0000,    0.0000,    2.5000, -0.00000000E+00,  0.43687837E-01, -0.00000000E+00
